time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
20-18:47:21,111.193.53.66,3,10949214,345440,8054,254,45,38,135,1800,65,5182,659,6982,17,97,268,81600,685402,1048576,1,1,5,0
20-18:47:36,114.244.136.113,3,10949214,46240,8053,34,36,30,56,205,26,208,259,416,20,116,308,81600,771156,1048576,0,0,2,0
20-18:47:32,111.194.8.1,3,10949214,1804720,8054,1327,23,21,27,74,10,80,227,274,11,35,154,16384,248396,263936,19,0,31,0
20-18:47:46,111.199.247.162,3,10949214,2720,8054,2,35,35,81,230,15,302,290,537,20,209,242,81664,253122,262400,0,0,1,0
20-18:47:57,123.117.196.193,3,10949206,0,8053,0,32,32,71,115,12,80,270,315,20,186,196,81664,194091,198656,0,0,0,0
20-18:47:50,114.246.44.230,3,10949214,550800,8055,405,25,24,320,3279,86,1958,753,5237,20,133,326,81600,498376,524736,0,0,5,0
20-18:48:4,114.245.73.3,3,10949214,567120,8054,417,28,28,159,749,52,629,468,1456,20,214,466,81600,915373,1048576,1,0,6,0
20-18:48:22,114.241.15.111,3,10949214,142800,8054,105,20,20,66,333,35,184,265,533,20,150,468,81600,886797,1048576,0,0,4,0
20-18:45:40,123.124.45.18,3,10323995,1322155,7594,975,87,42,153,925,114,2657,520,120000,5,25,73,1664,952562,1048576,29,4,44,1
20-18:48:47,111.201.179.199,3,10238322,507280,7531,373,24,24,49,151,27,289,263,435,13,72,221,81664,258630,262400,3,0,11,0
20-18:48:51,114.241.244.72,3,10949206,0,8054,0,35,35,53,91,31,94,252,291,20,225,244,256,178368,263936,0,0,0,0
20-18:48:0,114.253.127.101,3,10949214,293540,8054,217,74,69,229,2309,179,4461,870,6662,2,30,72,81600,553902,685440,14,1,21,0
20-18:49:34,123.118.18.116,3,10949206,429760,8053,316,22,22,89,144,29,99,289,344,20,267,431,81600,763298,1048576,0,0,4,0
20-18:49:18,114.243.209.185,3,10949214,270640,8054,199,56,56,130,387,81,976,382,1363,6,47,149,81600,662835,949312,8,1,17,0
20-18:49:46,114.241.205.33,3,10949214,4080,8054,3,40,33,210,1422,52,1267,639,3035,20,197,243,81664,254116,262400,0,0,1,0
20-18:50:5,114.252.72.248,3,10949206,12240,8053,9,26,26,40,102,13,123,240,302,20,89,244,81664,259505,263936,0,0,2,0
20-18:49:55,61.49.121.19,3,10949214,133120,10695,130,25,25,188,780,70,637,532,2949,6,219,318,27328,447892,525056,2,0,4,0
