time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
21-12:34:5,124.65.176.34,3,207968,3005304,154,2213,0,0,0,0,0,0,0,0,5,13,30,130512,131010,131072,2,0,2,3
21-12:35:46,61.149.215.134,3,203705,3182800,142,2180,5,5,5,6,6,10,488,120000,2,13,30,65102,65448,65535,27,0,19,8
21-12:35:53,111.193.216.3,3,232181,974061,163,679,0,473,1290,3461,3513,5918,29187,91126,5,7,30,87616,170221,241920,13,0,2,10
21-12:35:1,61.149.215.134,3,220891,3273320,152,2242,7,7,11,14,50,70,48126,120000,1,9,30,65104,65448,65535,28,0,19,9
21-12:37:3,61.149.215.134,3,203378,2966720,140,2032,5,5,7,8,19,39,21712,120000,5,10,30,65097,65462,65535,29,0,9,20
21-12:36:56,61.149.215.134,3,203374,2778380,140,1903,4,4,8,14,36,74,31313,120000,5,9,30,65101,65448,65535,25,0,14,11
21-12:37:25,61.149.215.134,3,201093,2682344,140,1838,5,5,5,101,10,762,30218,120000,5,13,30,65110,65428,65535,22,0,13,9
21-12:37:24,61.149.215.134,3,201929,2586345,140,1773,6,6,10,14,32,59,6122,120000,5,15,30,65110,65450,65535,22,0,11,11
21-12:37:35,61.149.215.134,3,244643,3819684,170,2617,6,5,5,6,10,23,892,120000,4,12,30,65044,65464,65535,27,0,12,15
21-12:39:29,111.202.101.162,3,206061,2920,142,2,4,3,3,4,5,8,203,204,20,36,60,14600,33723,65535,0,0,0,0
21-12:37:9,61.149.215.134,3,232908,2988620,162,2047,6,5,6,7,14,22,7885,120000,5,13,30,65099,65447,65535,28,0,14,14
21-12:37:41,61.149.215.134,3,201995,2921680,140,2003,6,5,5,6,12,23,18428,120000,5,12,35,65044,65436,65535,31,0,11,20
21-12:41:35,114.242.243.1,3,218662,673,165,1,4,4,7,9,10,15,207,209,20,34,38,261376,262144,262144,0,0,0,0
21-12:40:22,61.149.215.134,3,237035,3138031,166,2150,4,4,4,7,5,19,2936,120000,5,9,30,65044,65453,65535,25,0,10,16
21-12:41:57,61.149.215.134,3,215058,2330160,148,1596,5,5,7,11,22,49,629,18207,5,10,30,65097,65447,65535,21,0,19,4
21-12:42:44,123.125.125.159,3,201248,11680,138,8,4,3,3,4,3,8,203,204,6,30,47,1460,32525,65535,2,0,0,0
21-12:42:52,123.127.5.226,3,222455,210240,153,144,0,12,12,16,7,31,212,216,6,12,30,0,56231,261340,2,0,4,0
21-12:42:53,123.127.5.226,3,200555,281780,138,193,18,17,18,18,11,36,218,218,6,22,32,0,44961,65700,0,0,3,0
21-12:41:6,61.149.215.134,3,244249,3178420,168,2177,4,4,13,22,72,150,16549,120000,5,10,30,65106,65463,65535,26,0,13,13
21-12:43:9,123.127.5.226,3,234963,400644,163,282,0,12,13,14,7,27,212,214,6,12,34,32120,61502,65700,0,0,1,0
21-12:41:12,61.149.215.134,3,208110,2863424,145,1963,6,6,8,12,28,58,10712,120000,4,9,30,65109,65449,65535,26,0,15,11
21-12:41:23,61.149.215.134,3,203374,2981320,140,2042,4,4,5,6,9,17,9333,120000,5,10,30,65101,65448,65535,28,0,12,16
21-12:41:29,61.149.215.134,3,232897,3155060,162,2161,6,5,5,6,6,12,2593,120000,5,15,30,65110,65450,65535,30,0,11,19
21-12:41:30,61.149.215.134,3,239897,3290840,166,2254,6,5,5,6,6,12,297,120000,5,8,30,65535,65535,65535,29,0,13,16
21-12:43:23,123.127.5.226,3,231127,585808,160,403,19,18,18,19,10,38,218,219,6,10,30,61620,65657,65700,0,0,1,0
21-12:43:40,123.127.5.226,3,207780,173064,144,121,20,19,20,21,13,56,219,221,6,11,30,65264,65637,65700,1,0,2,0
21-12:41:33,61.149.215.134,3,239866,3482526,165,2386,5,4,4,5,6,10,958,120000,5,12,30,65109,65449,65535,26,0,16,10
21-12:43:38,123.118.130.147,3,209565,74123,148,52,0,311,778,1152,773,2286,2960,3438,17,31,59,14656,77440,247936,1,0,2,0
21-12:43:47,123.127.5.226,3,213594,200020,147,137,13,13,13,15,8,26,213,215,6,12,30,49640,65651,65700,0,0,1,0
21-12:43:47,123.127.5.226,3,200454,188340,138,129,13,13,13,14,8,26,213,214,6,12,30,59860,65651,65700,0,0,2,0
21-12:43:48,118.26.66.50,3,218064,1947,157,2,6,6,9,11,8,14,208,211,20,33,40,235880,255110,262144,0,0,0,0
21-12:43:52,123.127.5.226,3,231387,124668,160,87,19,18,19,22,12,56,219,222,6,12,30,27740,60750,65700,1,0,5,0
21-12:43:52,123.127.5.226,3,215210,147460,149,101,13,13,13,14,9,26,213,214,7,16,34,53392,65700,65700,0,0,2,0
21-12:43:54,123.127.5.226,3,206299,29200,142,20,18,11,14,18,21,48,214,218,20,41,59,65700,65700,65700,0,0,1,0
21-12:43:2,61.149.215.134,3,207758,3228498,143,2212,5,4,5,5,6,10,1220,120000,5,9,30,58235,65447,65535,24,0,11,14
21-12:43:15,61.149.215.134,3,221285,3441220,154,2357,5,4,5,6,8,17,1648,120000,5,16,30,65042,65436,65535,24,0,12,12
21-12:45:21,114.248.100.241,3,201436,1660,149,3,9,5,7,9,9,18,207,209,20,38,46,64498,65432,65536,0,0,0,0
21-12:44:10,61.149.215.134,3,244588,3029936,170,2076,28,8,22,28,74,115,6331,120000,4,12,30,65099,65447,65535,22,0,15,7
21-12:44:23,61.149.215.134,3,204021,3120344,142,2138,28,12,21,28,81,115,554,120000,4,13,40,65102,65448,65535,28,0,13,15
21-12:44:46,61.149.215.134,3,245707,3143380,169,2153,28,7,19,28,65,115,24247,120000,5,10,30,65108,65449,65535,29,0,17,12
